label,news-title,content,,,,,,,,,,,,,,,,
earthquake,Tsunami observed after M8.1 quake hits off New Zealand,"An earthquake with a preliminary magnitude of 8.1 hit off New Zealand on Friday morning, triggering a Pacific-wide tsunami alert, the U.S. Geological Survey and local authorities said.
The powerful quake struck at 8:28 a.m. local time near the Kermadec Islands of New Zealand at a depth of 19 kilometers, the USGS said.
The country's National Emergency Management Agency said the largest waves have passed and those who evacuated can now return to their homes. But it added people should remain vigilant and take extra precautions with regards to beach and ocean activities as strong and unusual currents and unpredictable surges will continue for up to another 24 hours.
In Australia, the Bureau of Meteorology said a 64 centimeter tsunami wave was recorded at Norfolk Island, off the east coast of Australia. The bureau said waves of 13 cm and 6 cm were observed in Fiji and Tonga, respectively.",,,,,,,,,,,,,,,,
earthquake,"17,000 earthquakes hit Iceland in the past week. An eruption could be imminent","Reykjavik (CNN)Even for a volcanic island accustomed to the occasional tremor, this has been an unusual week for Iceland. According to the Icelandic Meteorological Office, around 17,000 earthquakes have hit the southwestern region of Reykjanes over the past week.
The largest quake, a magnitude 5.6 on the Richter scale, occurred on the morning of February 24. It was the loudest in a swarm that continues to rattle residents in the nearby capital city of Reykjavík and the municipalities around it, where two-thirds of the Icelandic population lives. Two larger earthquakes -- over magnitude 5.0 -- also hit on February 27 and March 1.
The quakes have caused little damage so far, though Iceland's Road and Coastal Administration has reported small cracks in roads in the area and rockfalls on steep slopes near the epicenter of the swarm.
""I have experienced earthquakes before but never so many in a row,"" Reykjavik resident Aueur Alfa ólafsdóttir told CNN. ""It is very unusual to feel the Earth shake 24 hours a day for a whole week. It makes you feel very small and powerless against nature.""",,,,,,,,,,,,,,,,
earthquake,Iceland: Magnitude-5.6 earthquake occurs near Reykjavik Feb. 24.,"A magnitude-5.6 earthquake occurred in southwestern Iceland at about 1005 Feb. 24. The epicenter was approximately 4 km (2.5 miles) east-northeast of Grindavik and 37 km (23 miles) southeast of Reykjavik. The tremor occurred at a depth of about 10 km (6 miles), and moderate-to-strong shaking was probably felt close to the epicenter in far southwestern Iceland. Weak-to-light shaking was likely felt across western Iceland. There have been no initial reports of damage or casualties as a result of the earthquake; however, damage is possible near the epicenter. It could take several hours until authorities can conduct comprehensive
 damage assessments, especially in remote areas. Aftershocks are likely over the coming days.Officials may temporarily shut down transportation infrastructure in the tremor zone to check for damage. Minor disruptions could occur during shutdowns, but service will likely resume quickly if no damage is found. Utility outages are possible, particularly near the earthquake's epicenter.",,,,,,,,,,,,,,,,
earthquake,Iceland earthquake: 5.6-magnitude tremor strikes near Reykjavik,"Parts of Iceland were rocked by a 5.6-magnitude earthquake on Wednesday as residents reported shaking buildings and strong tremors.
The quake's epicentre was recorded about 25 miles away from Reykjavik, in the Reykjanes Peninsula region, on Iceland's southeast coast.
The effects of the quake, which struck at a depth of around six miles, were felt in Reykjavik and the surrounding areas.
It was not immediately clear if there had been any damage to property or injury to life.
“Spent the morning shaking around the office, geologists all running around like excited puppies. So much shaking,” Rob Askew, a geologist at the Icelandic Institute of Natural Science in Reykjavík, tweeted.",,,,,,,,,,,,,,,,
earthquake,"6.3 magnitude earthquake strikes Tajikistan, tremors felt in north India","12 Feb 2021: 6.3 magnitude earthquake strikes Tajikistan, tremors felt in north India
Strong tremors jolted Delhi, the National Capital Region (NCR), Punjab, Jammu, and other regions in northern India on Friday night, as an earthquake measuring 6.3 on the Richter scale hit Tajikistan.
The epicenter was located nearly 35 km west of the city of Murghab in Tajikistan, about 500 km away from Srinagar.
No loss of life was reported at the time of publishing.",,,,,,,,,,,,,,,,
earthquake,Earthquake tremors felt in Delhi-NCR,"NEW DELHI: A high intensity earthquake of magnitude 6.3 struck Tajikistan at 10:31pm, sending tremors in Delhi-NCR and several other parts of north India on Friday night.
Tremors were also felt across Pakistan including the capital, Islamabad, and northwestern Peshawar, and even as far as the eastern city of Lahore, which borders India.
The quake struck at the depth of 91.6 km and its epicentre was located 35 km west of Murghab town in Tajikistan.
The area of the epicentre is largely unpopulated mountain terrain.
There were no immediate reports of any loss of life or damage to property.",,,,,,,,,,,,,,,,
earthquake,Strong earthquake rattles southern Philippines,"A magnitude seven earthquake has struck the southern Philippines but there were no immediate reports of damage and a tsunami warning was not issued.
The earthquake hit about 310 kilometres (193 miles) southeast of Davao city on the main southern island of Mindanao at 8:23pm (12:23 GMT), according to the US Geological Survey (USGS).
Residents in the town of Jose Abad Santos, near the southern tip of the island, lost electricity for about 15 minutes after the earthquake shook the region but there was no damage, police chief Captain Glabynarry Murillo told the AFP news agency.
“From our vantage point at the police station, we saw many residents rushing outside,” said Murillo. “We also rushed outside because the police station is a three-storey building.”",,,,,,,,,,,,,,,,
earthquake,Philippine Sea: Magnitude-7.0 offshore earthquake occurs in southern Philippine Sea at around 2023 PHST Jan. 21,"A magnitude-7.0 earthquake occurred in the far southern Philippine Sea off the coast of southeastern Mindano region of the Philippines. The epicenter was approximately 210 km (130 miles) southeast of Pondaguitan, Philippines. The tremor occurred at a depth of about 95.8 km (59.5 miles), and moderate-to-strong shaking was probably felt in the Philippine Sea near the epicenter. Weak-to-light shaking was probably felt in far southeastern Mindanao region. There have been no initial reports of damage or casualties as a result of the earthquake; however, significant damage is unlikely in the Philippines due to the depth and location of this event. It could take several hours until authorities can conduct comprehensive damage assessments, especially in remote areas. Aftershocks are likely over the coming days. The event has not prompted any tsunami advisories.Officials may temporarily shut down transportation infrastructure in the tremor zone to check for damage. Minor disruptions could occur during shutdowns, but service will likely resume quickly if no damage is found. Utility outages are possible, particularly near the earthquake's epicenter.",,,,,,,,,,,,,,,,
earthquake,Earthquake of 7.0 magnitude hits Philippines's Pondaguitan,"Its epicenter was located 219 kilometers (136 miles) southeast of the city of Pundaguitan at a depth of 139 kilometers.
Residents of Davao, a major Philippine commercial center, felt the trembles as well.
A magnitude 7 earthquake rocked the Philippines' coast on Thursday, the United States Geological Survey (USGS) reported.
The earthquake was recorded at 12:23 GMT, the USGS added. Its epicenter was located 219 kilometers (136 miles) southeast of the city of Pundaguitan at a depth of 139 kilometers.
According to local news outlet Inquirer, residents of Davao, a major Philippine commercial center, felt the trembles as well.
No casualties and damage were reported so far.",,,,,,,,,,,,,,,,
earthquake,BREAKING: Magnitude 7.1 quake rattles Mindanao seas; Intensity V felt in GenSan,"MANILA, Philippines — A 7.1 magnitude quake jolted a large part of Mindanao and was felt as far as Zamboanga City at 8:23 p.m. Thursday, sending people out of houses and buildings here, most of them not wearing their face masks.
A bulletin from the Philippine Institute of Volcanology and Seismology (Phivolcs) disclosed that the epicenter of the quake was traced at 231 kilometers southeast of Jose Abad Santos town in Davao Occidental.
The quake, which was tectonic in origin and had a depth of focus of 116 kilometers, came more than a year after the series of destructive quakes that displaced thousands in Mindanao from October to December 2019.
Intensity V was recorded in General Santos City, Intensity IV in Davao City, and Intensity II in Bislig City, Surigao del Sur, it added.",,,,,,,,,,,,,,,,
earthquake,,"A magnitude 6.4 earthquake has struck Argentina's west-central province of San Juan on Monday night, according to a preliminary report from the United States Geological Survey.
A series of aftershocks around the country followed. A magnitude 5.0 aftershock struck 27 kilometers (about 16.8 miles) south-southwest of Nueve de Julio, around 1,000 km (620 miles) east of the first quake and almost 20 minutes later.
Then, a magnitude 4.9 quake came in the same area as the first, followed by a magnitude 5.3 aftershock.
The 4.9, 5.0 and 5.3-magnitude quakes are considered aftershocks as they are smaller in magnitude than the main quake and in the same area.
No injuries have been reported so far, according to San Juan Governor Sergio U?ac. Based on available data, there is no tsunami threat at this time, according to the Pacific Tsunami Warning Center (PTWC).
Speaking at a press conference early Tuesday, U?ac said local authorities are still analyzing the damage, which impacted streets and highways in the province. Some locations experienced power cuts, and homes experienced damage in the town of Caucete. Four people had to be evacuated from their homes in the town of Zonda, in San Juan.
The governor added that the electricity service is now gradually being reestablished. No public buildings have been damaged; some hospitals reported broken glass, but experienced no major structural damage.
U?ac urged people to stay calm after the quakes hit. ""Let's put into practice all the measures that we have learned to prevent incidents, while we are committed to knowing the impact of the (earthquake) to collaborate in everything necessary,"" he tweeted.
He added that the province was working with civil and security forces to respond, as well as with municipalities to respond to ""take care of them.""
In its preliminary statement, the PTWC recorded the depth of the quake at about 20 kilometers (12.43 miles).",,,,,,,,,,,,,,,,
earthquake,,"A magnitude-6.4 earthquake struck Argentina’s west-central province of San Juan around midnight on Monday, January 18, 2021. The epicenter has been preliminarily located at 28 miles (45 kilometers) southwest of San Juan city, the provincial capital town (population ~ 500 thousand). The event left no fatalitities, despite it’s “very strong” maximum intensity, as reported in San Juan city by the national seismological survey (INPRES). Five people were injured and 30-40 others were evacuated from damaged buildings.
Field surveys to evaluate damage are still in progress. Despite its shallow depth — 4-5 miles (6-8 kilometers) — this event was widely felt in central-western Argentina; light shaking was felt in cities such as San Luis (200 miles/322 kilometers) and Córdoba (275 miles/443 kilometers). Numerous aftershocks of magnitude-4.9 and smaller have so far nucleated in the epicentral area at depths ranging from 4 to 7 miles (7 to 12 kilometers).

Only ground failures due to shaking in the foundations of a paved road (Route 40) have so far been observed. The epicenter is located in an uninhabited, rugged intermountain depression and surface deformation has not been reported after field checks.",,,,,,,,,,,,,,,,
earthquake,,"An earthquake of magnitude 6.8 struck west-central Argentina on Monday, followed by at least five aftershocks that shook buildings and sent products tumbling off supermarket shelves, but there were no immediate reports of injuries.
The quake hit at a depth of 10 km (6 miles), the German Research Center for Geosciences (GFZ) said, with its epicentre located 40 km (25 miles) south of the province of San Juan.
The aftershocks ranged in magnitude from 3.5 to 5, the European Mediterranean Seismological Centre (EMSC) said.
Posts on social media showed many homes and buildings shaking, with the seismic activity leaving cracks in roads, while glass bottles fell off the shelves in shops.
San Juan Governor Sergio U?ac urged people to remain calm following the earthquake and called on them to reach out in case they need any assistance.
""Let us put into practice all the measures we have learned to prevent incidents, while we are committed to knowing the impact of the (earthquake) to collaborate in everything necessary,"" he said https://bit.ly/3qyOf4a in a tweet, advising those who suffered damage or in need of assistance to call the emergency number 911.
No tsunami warning was issued, the U.S. Tsunami Warning System said.
(Reporting by Bhargav Acharya in Bengaluru; Editing by Himani Sarkar and Clarence Fernandez & Shri Navaratnam)",,,,,,,,,,,,,,,,
earthquake,,"An intermediate magnitude 5.2 earthquake was reported in the evening near Madang, Madang Province, Papua New Guinea.
According to Indonesia's Meteorology, Climatology, and Geophysical Agency, the quake hit on Thursday 13 May 2021 at 9:32 pm local time at an intermediate depth of 72 km. The exact magnitude, epicenter, and depth of the quake might be revised within the next few hours or minutes as seismologists review data and refine their calculations, or as other agencies issue their report.
Our monitoring service identified a second report from the European-Mediterranean Seismological Centre (EMSC) which listed the quake at magnitude 5.2 as well. A third agency, the German Research Centre for Geosciences (GFZ), reported the same quake at magnitude 5.0.
Based on the preliminary seismic data, the quake should not have caused any significant damage, but was probably felt by many people as light vibration in the area of the epicenter.
Weak shaking might have been felt in Goroka (pop. 18,500) located 39 km from the epicenter, Madang (pop. 27,400) 69 km away, and Kainantu (pop. 8,500) 77 km away.
VolcanoDiscovery will automatically update magnitude and depth if these change and follow up if other significant news about the quake become available. If you're in the area, please send us your experience through our reporting mechanism, either online or via our mobile app. This will help us provide more first-hand updates to anyone around the globe who wants to know more about this quake.",,,,,,,,,,,,,,,,
earthquake,,"A magnitude-5.0 offshore earthquake occurred in the Caribbean Sea off central Panama at around 01:13 May 1. The epicenter was about 18 km (11 miles) north of Santa Isabel in Colon Province. The tremor occurred at a depth of about 27 km (17 miles), and weak-to-light shaking was probably felt throughout central and eastern regions, including eastern Cocle, Colon, northern Darien, Guna Yala, Panama, and Panama Oeste provinces. There have been no initial reports of damage or casualties as a result of the earthquake. It could take several hours until authorities can conduct comprehensive damage assessments, especially in remote areas. Aftershocks are possible over the coming days.
Officials may temporarily shut down transportation infrastructure in the tremor zone to check for damage. Minor disruptions could occur during shutdowns, but service will likely resume quickly if no damage is found. Utility outages are possible, particularly near the earthquake's epicenter. The event has not prompted any tsunami advisories.",,,,,,,,,,,,,,,,
earthquake,,"Many residents of the Southern Zone didn’t need an alarm to wake up early on Friday morning.
A magnitude 6.0 earthquake shook southern Costa Rica and northern Panama at 6:41 a.m., the Volcanological and Seismological Observatory of Costa Rica (OVSICORI) said.
The epicenter was estimated at 37.6 km southwest of Puerto Armuelles, Panama.
The National Emergency Commission (CNE) has not reported any damages in Costa Rica. The earthquake was felt throughout the Southern Zone and in the city of David, Panama, OVSICORI said.
“This is an earthquake that occurs in a region where three tectonic plates interact: the Cocos plate, the Nazca plate, and the Panama plate,” an OVSICORI spokesperson said.
OVSICORI reported several smaller aftershocks throughout Friday morning.
Costa Rica averages 350 earthquakes each month — about 12 each day — though most are imperceptible.",,,,,,,,,,,,,,,,
earthquake,,"An earthquake measuring a preliminary magnitude of 6.0 struck Thursday in waters off the south coast of Panama, according to the U.S. Geological Survey.
The quake was recorded around 9:42 GMT Thursday at a depth of 10 kilometers (6.2 miles) under the northern Pacific Ocean, some 150 kilometers (93 miles) southeast of Punta de Burica, Panama.
The USGS said little or no population was exposed to the quake. No tsunami warning has been issued.
No other details were immediately available.",,,,,,,,,,,,,,,,
earthquake,,"Two earthquakes of 6.8 M and 6.3 M at a depth of 23 and 17 km occurred off the coast of Atacama Region (northern-Chile) on 1 September at 04:09 UTC (00:09 local time) and 04:30 UTC. The epicentre of the 6.8 M was approximately 50 km north-west of Huasco City (Huasco Province).
No tsunami warning was issued by the Hydrographic and Oceanographic Service of the Chilean Navy (SHOA), in charge of this service in Chile.
Several aftershocks of magnitude up to 5.5 M have been reported. USGS PAGER estimates that up to 1,000 people were exposed to very strong shaking and up to 17,000 to strong shaking.
According to media, there are no immediate reports of any casualties or damage.",,,,,,,,,,,,,,,,
earthquake,,"A magnitude 6.4 earthquake struck near Petrinja, Croatia, about 30 miles southeast of the capital of Zagreb, on December 29, 2020 at about 6:20 am Eastern Time (12:20 pm local time). Seismic instruments indicate the earthquake originated at a depth of about 6 miles (10 kilometers).
This is the largest earthquake to occur in Croatia since the advent of modern seismic instruments. An earthquake of similar size occurred in 1880 near Zagreb and three magnitude 6 and larger earthquakes have occurred within 125 miles (200 kilometers) of the December 29, 2020 earthquake since 1900. A magnitude 5.6 earthquake on November 27, 1990, about 110 miles (175 kilometers) to the southeast, injured 10 people.
The USGS has posted an event page providing more details. Perceived shaking for the earthquake was very strong. The preliminary PAGER report is Orange for economic losses, indicating significant damage is likely and the disaster is potentially widespread. This event was also felt in Germany, Italy, Hungary and other nearby countries.",,,,,,,,,,,,,,,,
earthquake,,"A powerful earthquake of 6.4 magnitude killed at least six people as it tore down buildings in central Croatia today, as rescuers combed toppled roofs and rubble in the dark.
The tremors were felt as far afield as Vienna while the damage was concentrated in and around Petrinja, a town some 50 kilometres south of Croatia's capital Zagreb. 
Rescuers tried to pull people from the rubble of collapsed buildings, television footage showed, and army troops were sent in to the area to help.
As rescue teams shovelled away bricks and other debris, some elderly residents gathered in a park in downtown Petrinja, wrapped in blankets and afraid to return home. 
""All the tiles in the bathroom are broken, all the dishes fell out"", Marica Pavlovic, a 72-year-old retired meat factory worker, told AFP of the damage to her home.  
""Even if we wanted to, we can't go back in, there is no electricity."" 
The GFZ German Research Centre for Geosciences said the quake hit at a depth of 10km. The epicentre was in the town of Petrinja, 50km south of the Croatian capital Zagreb.
Tomislav Fabijanic, head of emergency medical services in nearby Sisak, said many people had been injured in Petrinja and in Sisak.
""There are fractures, there are concussions and some had to be operated on,"" he said.
Prime Minister Adrej Plenkovic, who rushed to Petrinja, said: ""The army is here to help. We will have to move some people from Petrinja because it is unsafe to be here.""",,,,,,,,,,,,,,,,
earthquake,,"SANTIAGO, Chile — A strong earthquake with a preliminary magnitude of 6.8 struck off the coast of northern Chile in the first minutes of Tuesday, the U.S. Geological Survey said.
There were no immediate reports of casualties or damage and the Chilean navy said there was no possibility of a tsunami.
The quake occurred at 12:09 a.m. local time at a depth of 35 kilometers (22 miles). It was centered 78 kilometers (48 miles) northeast of the Atacama city of Vallenar. A few minutes later, a second quake occurred with a preliminary magnitude of 6.3.
The quake was felt as far south as the capital, Santiago, and in Antofagasta, 1,330 kilometers (826 miles) further north.
Video from the scene showed windows rattling and items falling to the ground. Local radio stations reported that boulders broke off hills. The electricity was briefly cut off.
Chile is located in the so-called Pacific Ring of Fire and often experiences large earthquake. The last major quake, on Feb. 27, 2010, set off tsunamis and killed 526 people.",,,,,,,,,,,,,,,,
earthquake,,"A strong earthquake has shaken central Chile, disrupting power and communications but causing no casualties or serious damage.
The quake had a magnitude of 7.1 and its epicentre was 70km (45 miles) northwest of Temuco with a depth of 25km, the US Geological Service said.
Hundreds of people in coastal areas fled to higher ground for fear of a tsunami, but no alert was issued.
An 8.8-magnitude quake in the same area last February caused huge destruction.
Chile's national emergency agency (Onemi) said there was no danger of a tsunami.
""Up until now we don't have any reports of injuries, there's no damage, just overloaded telephone lines and some partial power cuts,"" said Onemi's director, Vicente Nunez.
""We've told people to go back to their houses because there's no tsunami alert.""
The quake hit at 1720 (2020 GMT) and was centred about 600 kilometres (370 miles) southwest of the capital, Santiago.
The University of Chile's Institute of Seismology put the magnitude at 6.9.
Chile is still rebuilding after February's massive quake, which smashed infrastructure and triggered a tsunami that devastated several coastal towns, killing more than 400 people.",,,,,,,,,,,,,,,,
earthquake,,"A magnitude-6.8 offshore earthquake occurred in the South Pacific Ocean off central Chile at around 1839 Dec. 27. The epicenter was about 142 km (88 miles) northwest of Valdivia. The tremor occurred at a depth of about 10 km (6 miles), and moder-to-strong shaking was probably felt throughout central Chile. The quake likely damaged structures in nearby areas. Aftershocks are possible over the coming days.
Officials may temporarily shut down transportation infrastructure in the tremor zone to check for damage. Disruptions could occur during shutdowns. Utility outages are possible, particularly near the earthquake's epicenter. The event has not prompted any tsunami advisories.",,,,,,,,,,,,,,,,
earthquake,,"SANTIAGO, CHILE - A 7.0 magnitude earthquake struck Saturday off the coast of Antarctica, with authorities issuing a tsunami warning for Chile's Eduardo Frei base on the frigid continent, emergency officials said.
The quake struck at 8:36 p.m. local time (2336 GMT) about 210 kilometers east of the base at a depth of 10 kilometers, Chile's National Emergency Office (Onemi) said, urging evacuation from ""the beach area of the Antarctic"" ahead of a possible tsunami.
The Chilean air force's base is the country's largest in Antarctica and includes a village, hospital, school, bank, post office and chapel.
The maximum population in summer is 150 people, and the average population in winter is 80.
An unrelated 5.9-magnitude earthquake struck near Santiago on Saturday night, but Onemi said no significant damage or impact was reported.
Chile is one of the most seismically active countries in the world. An 8.8 magnitude temblor in Concepcion on February 27, 2010, left more than 500 dead.
The country suffered the most powerful earthquake ever recorded 60 years ago — measuring 9.6 magnitude — in Valdivia.",,,,,,,,,,,,,,,,
