label,content
other,"In India, a tentative economic recovery is underway, but is still far from robust. In agriculture, sown area has expanded modestly from a year ago, reflecting the timely and robust onset of the monsoon in June, but the southwest monsoon is currently deficient by 14 per cent _ with production-weighted rainfall deficiency at 20 per cent. Nevertheless, the first advance estimates indicate that food grain production is expected to be higher than last year, reflecting actions taken to contain the adverse effects of rain deficiency through timely advisories and regular monitoring of seed and fertiliser availability. Allied farm activities, which are more insulated from the monsoon, remain resilient and could partly offset the effects of adverse weather on crop production. Rural demand, however, remains subdued as reflected in still shrinking tractor and two-wheeler sales.Manufacturing has exhibited uneven growth in April-July, with industrial activity slowing sequentially in July, although it has been in expansionary mode for the ninth month in succession. Industries such as apparel, furniture and motor vehicles have experienced acceleration. Furthermore, the resumption of growth in production of consumer durables in recent months, after a protracted period of contraction over the last two years, is indicative of some pick-up in consumption demand, primarily in urban areas. Since our last review, however, external demand conditions have turned weaker, suggesting a more persistent drag from lower exports and cheaper imports due to global overcapacity. This contributes to continuing domestic capacity under-utilisation, decelerating new orders and a rising ratio of finished goods inventories to sales.As a result of still tepid aggregate demand, output price growth is weak, but input material costs have fallen further, leading to an increase in margins for most producers. Weak aggregate demand appears to have more than offset the effect of higher margins to hold back new investment intentions. The expansion in capital goods production, therefore, likely relates more to the revival of stalled projects than to a build-up of the green field pipeline. Survey-based business sentiment has been falling in recent quarters. The manufacturing purchasing managers¡¯ index (PMI) nevertheless remained in expansion territory in August, although it slowed from July due to weak domestic and export order books."
other,"¡°New COVID cases in the United Kingdom have continued to fall, the vaccination programme is proceeding apace, and restrictions on economic activity are easing,¡± Bank Governor Andrew Bailey told reporters in a conference call.After suffering its worst recession in over 300 years, the U.K. economy is projected to grow by 7.25% in 2021, up from the bank¡¯s previous forecast of 5%. That would be the greatest economic rebound since 1941 when the U.K. was on a war footing, according to Bank of England statistics that date back to 1700.Because it anticipates growth will occur earlier than expected, it has revised down its forecasts for next year. It is now expects 5.75% growth in 2022, instead of the 7.25% previously predicted."
Typhoon,"On 24 September, Tropical Storm Nesat located 1,030 km East Northeast of Virac, Catanduanes entered the Philippine Area of Responsibility and maintained its course and strength as it moved closer to the Isabela-Aurora area. The storm intensified into a typhoon with local name “Pedring” and made landfall over the boundary of Aurora and Isabela on 27 September. On 28 September, the typhoon moved out of the country, but before that brought strong winds and rainfall, which toppled communication and power lines, trees, houses and others structures. The heavy rainfall also caused landslides and massive flooding.
Subsequently, another typhoon named “Quiel” intensified and entered the Philippine Area of Responsibility on 29 September 2011. With a maximum sustained winds of 140kph near the center with gustiness of up to 170kph, it has increased its threat to Northern Luzon. Severe Weather warnings and public storm signals have been issued to at least 13 provinces in Regions I and II. These are the same areas heavily devastated by Typhoon Nesat."
drought,"A historic drought in Chennai, the sixth-largest city in India, is so severe that it’s now visible from space.
The city’s 4.6 million citizens are rationing every drop of water, restaurants are closing early and companies are scaling back their operations as Chennai tries to survive a heat wave with 99 per cent less water than it had at the same time last year. The state government is shipping in water on trucks, but those trucks can’t replace the now dried-up lakes that once fed the city.
Everyone is asking the same question: When will the monsoons start?
Satellite footage released earlier this month shows the city’s four reservoirs, including nearby Lake Puzhal, have severely shrunk since last June. The reservoirs have a capacity of 318.8 billion litres, but they are down to a collective 651 million litres, according to government data reported by the Hindustan Times. The reservoirs have been reduced to 0.2 per cent of their capacity, according to state government data.
The city typically relies on the heavy rainfall of monsoon season to replenish its water supply, which comes from four lakes and groundwater reservoirs in the region. The monsoons usually start in June but they’ve been delayed this year, leaving citizens with little water amid blistering temperatures that exceed 40 C each day.
The problem dates back to last year, when Chennai saw a major shortfall in its monthly rainfall. The city received 80 per cent less rain than average in December alone, according to India’s weather office.
Temperatures in Chennai typically peak in May and June, around the same time that rainfall starts picking up. February, March and April are typically drought season, while the heaviest monsoon rains come in October, November and December.
The city has struggled to meet its water needs for the last few years. A government think tank warned last year that Chennai is one of 21 Indian cities that could run out of groundwater by 2020."
other,"Consumer price inflation rose sharply in Q3:2017-18, driven up by a spike in food prices and by the disbursement of enhanced house rent allowance (HRA) for central government employees, the latter alone contributing an estimated 35 basis points. It moderated somewhat in Q4 on a delayed seasonal easing of prices of vegetables. Industrial input costs increased through H2:2017-18, tracking movements in international commodity prices. Wage pressures have remained moderate in both the organised and rural sectors.The course of consumer price index (CPI) inflation in Q3 was significantly influenced by house rent allowance (HRA) increase for central government employees from July 2017, following the recommendations of the 7th central pay commission (CPC).1 The HRA impact contributed 35 basis points to the rise in headline inflation to its recent peak of 5.2 per cent in December, following the chain base method of compilation of the housing index in the CPI.2 Adjusted for the estimated HRA impact, headline inflation was 4.9 per cent in December. The HRA impact on inflation excluding food and fuel was even larger at around 75 basis points, adjusting for which it would have been lower at 4.4 per cent in December. Food inflation rose sharply in Q3 pushed by the unseasonal pick-up in prices of vegetables; and fuel inflation accelerated due to an uptick in inflation in liquefied petroleum gas (LPG), kerosene, coke and electricity. In Q4, headline inflation eased to 4.4 per cent by February 2018 with the seasonal softening in prices of vegetables. Excluding the HRA impact, headline inflation was 4.1 per cent and inflation excluding food and fuel remained unchanged at 4.4 per cent (Chart II.1).The MPR of October 2017 had projected CPI inflation to increase to 4.2 per cent in Q3 of 2017-18 and further to 4.6 per cent in Q4, based on a prognosis of unfavourable base effects and the play-out of the increase in HRA for central government employees. Actual inflation outcomes in Q3 were in alignment with the direction of the projected trajectory, but in levels, they turned out to be 35 basis points higher than forecast due to a combination of shocks. First, an unseasonal spike in the prices of onions and tomatoes during October-November 2017 caused prices of vegetables to soar, propelling inflation in this category to close to 30 per cent in December. Second, fuel inflation rose sharply during October-November on the back of an escalation in LPG prices. Third, international crude oil prices started firming up further from October. By end-December 2017, they were US$ 10 per barrel above the baseline assumption of US$ 55 per barrel. The pass-through to CPI inflation was, however, muted in Q3 due to excise duty cuts in early October and lagged mark-ups by oil marketing companies (OMCs). In Q4, most of the factors imposing these upward price pressures reversed. The winter downturn in prices of vegetables accentuated in January. Domestic LPG prices also eased in February, tracking international prices. As a result, the deviation between the actual and the projected inflation narrowed in Q4 to 15 bps (Chart II.2)."
other,"They were golf's band of brothers. ""The Golden Bear,"" ""The King"" and ""The Black Knight"" shared 34 major wins between them and irrevocably changed the sport they played.
Through a combination of Arnold Palmer's ""swashbuckling"" style of play, Gary Player's sheer willpower and Jack Nicklaus' utter brilliance, this triumvirate of golf greats catapulted the game into the modern era.
If the trio came to redefine how golf was played between the late 1950s and the early 1980s, unusually for sporting rivals, they also formed lasting relationships along the way -- so much so that the wives of Nicklaus and Palmer were best friends too.
""We were a big three in friendship, like brothers,"" the 85-year-old Player told CNN's Living Golf. ""We traveled to China, we'd travel to South Africa, all over Europe.
""We went all over the world, Australia, everywhere together. And we basically lived together, playing a lot of television matches and exhibitions together.""
Player remembers having a confrontation with Palmer on one of his courses, but the ""affection"" they had for each other made it easier to reconcile.
""We went in and we had lunch together and I can vividly remember, we were both crying because I think we had such affection for each other that we didn't want it to have an effect on our friendship. And so we laughed together as well as crying together."""
earthquake,"A 7.6-magnitude earthquake has struck off the eastern Philippine island of Samar, causing tsunami evacuations and power cuts.
The regional tsunami warnings have now been lifted.
The earthquake struck at a depth of 33km (20 miles) at 20:47 local time (12:47 GMT), the US Geological Survey said.
The quake was said to be long and violent, with some roads and bridges reported to be damaged.
One woman was reported to have been killed and a young child injured when a house collapsed in Cagayan de Oro city, on the main southern island of Mindanao, officials said."
other,"Former President Donald Trump on Wednesday threatened to invoke executive privilege in an effort to block the House select committee investigating the January 6 Capitol riot from obtaining a massive tranche of documents it's demanding from several US government agencies, despite his successor having the ultimate say over whether the information can be shared.
""Executive privilege will be defended, not just on behalf of my Administration and the Patriots who worked beside me, but on behalf of the Office of the President of the United States and the future of our Nation,"" Trump said in a statement, without detailing how such an effort would be conducted.
The Biden administration has already declined to assert executive privilege over some testimony related to January 6, telling former Justice Department officials that they were free to provide ""unrestricted testimony."" But the administration has not weighed in on whether the committee should have unrestricted access to records and documents from the Trump White House.
The document requests from the House select committee echo those previously issued by other House committees in the aftermath of the January 6 riot, while significantly broadening the search to other areas and people inside and outside government. Specifically, the select committee is asking for records from the Department of Justice, Department of the Interior, Department of Defense, the Office of the Director of National Intelligence, the Federal Bureau of Investigation, the National Counterterrorism Center, the Department of Homeland Security and, perhaps most importantly, the National Archives -- the custodian of the Trump administration White House records.
The list of targets is long and varied, ranging from information about attempts to either carry out or defy Trump's orders, invoke the insurrection act, martial law or the 25th Amendment, as well as for communications regarding members of the Trump White House, campaign, January 5 and January 6 rally organizers, and even alleged members of far-right extremist groups such as the Proud Boys and the Oath Keepers.
""The Select Committee to Investigate the January 6th Attack on the United States Capitol is examining the facts, circumstances, and causes of the January 6th attack. Our Constitution provides for a peaceful transfer of power, and this investigation seeks to evaluate threats to that process, identify lessons learned and recommend laws, policies, procedures, rules, or regulations necessary to protect our republic in the future,"" committee Chairman Rep. Bennie Thompson, a Democrat from Mississippi, wrote in a statement Wednesday."
wildfires,"Powerful winds pushed flames through Southern California canyons early Thursday as an out-of-control wildfire burned near homes and forced residents to flee.
The blaze in Orange County’s Silverado Canyon began late Wednesday as a house fire that quickly spread to tinder-dry brush as gusts topped 70 mph (113 kph).
It exploded in size throughout the night and as the sun came up, an enormous plume of smoke was visible for miles.
Firefighters struggled in steep terrain amid unpredictable Santa Ana winds that have raised fire danger for much of the region.
Orange County Fire Authority Captain Thanh Nguyen said crews were scrambling to stay ahead of flames that jumped major roads.
“We’ve seen the wind change also drastically, so that’s what we’re telling all our personnel to be aware of — that constantly changing wind,” he told CBS LA TV.
Evacuations were ordered for several canyon neighborhoods near the city of Lake Forest and residents of other nearby areas were told to be ready to get out. It was not immediately known how many people were affected or if any homes were damaged.
Numerous studies have linked bigger wildfires in America to climate change from the burning of coal, oil and gas. Scientists have said climate change has made California much drier, meaning trees and other plants are more flammable.
The Bond Fire about 50 miles (80 kilometers) southeast of Los Angeles is burning near the same area of October’s Silverado Fire, which forced tens of thousands of people to evacuate.
The new blaze broke out as Southern California utilities cut the power to tens of thousands of customers to avoid the threat of wildfires during the notorious Santa Anas.
Red flag warnings of extreme fire danger through Saturday were in place because of low humidity, bone-dry brush and the winds, which sweep down from the interior, the National Weather Service said.
Utilities in the populous region began cutting power Wednesday to customers as a precaution to prevent gusts from blowing tree limbs into electrical equipment or knocking down power lines, which have sparked devastating wildfires in recent years.
Southern California Edison cut power to about 15,000 homes and businesses by late Wednesday night and was considering de-energizing lines serving about 271,000 customers in seven counties throughout the windy period, which could last into Saturday."
Typhoon,"Last night (August 10, 2013), Typhoon Utor intensified into a Super Typhoon with winds estimated around 130 knots, or roughly 150 miles per hour. It is pushing to the northwest into the Philippines today, and made landfall around 3 a.m. according to local clocks there on Monday, August 12, 2013. Heavy rain, flash flooding, storm surge over 20 to 30 feet, and damaging winds are likely for the Philippines as the storm bears down on the northern island of Luzon.
Super Typhoon Utor, also known as Typhoon Labuyo in the Philippines, has been going through an eye wall replacement cycle. These cycles typically occur when storms become intense. The eye wall is where the strongest winds are located in the system, and when it becomes so strong, the eye wall typically collapses and reorganizes into another eye wall. During this transition phase, the cyclone becomes slightly weaker. The latest imagery from the storm does not indicate a visible eye, which could be good news for the the island of Luzon. However, the impacts are still expected to cause major problems.
Once Super Typhoon Utor pushes through the Philippines, it is expected to weaken into Category 1 or 2 storm. It will continue to push to the northwest and later impact parts of southeast China, and possibly skirting just to the south and west of Hong Kong. Forecasting the intensity of a tropical cyclone can be difficult, meaning everyone across the region should pay close attention to this typhoon over the next several days. However, it looks like there is potential for the storm to intensify after it pushes over the Philippines and emerges back over warm waters."
wildfires,"Several small fires have sparked in the Payette National Forest in the last few days, according to forest service officials.
Meanwhile, a handful of other major fires continue to burn in west-central Idaho in parts of the Salmon-Challis National Forest, along with the Franch Church River of No Return Wilderness.
Firefighters report two fires in the Krassel Ranger District have burned about one-quarter of an acre each over the weekend. The Day Off Fire is located 3 miles east of Krassel Work Station. The Rainbow Fire is 5 miles northeast of Yellowpine. Both are expected to be contained by Sunday.
The quarter-acre Blue Fire started east of the Snake River near Council and has been contained.
Firefighters say several spot fires in the McCall Ranger District near Johnson Creek were similarly contained."
valcano eruption,"See how the White Island volcano disaster unfolded when tourists entered White Island, they walked into a crater that could erupt at any time. Here is a 360-degree look at the volatile volcano. According to New Zealand’s official earthquake monitoring body, GeoNet, explosive eruptions can happen with little or no warning. They eject cannonball-like hot rocks, ash clouds and surges of boiling gases and rock projectiles into the air. This is what happened on Monday. For the 47 tourists on the island, the impact was immediate and devastating."
Typhoon,"A typhoon that slammed in eastern China's coast Wednesday flooded and washed out roads, knocked out power and disrupted transportation in one of the nation's most populous regions.
Damage to roads and bridges stranded hundreds of people though no casualties were immediately reported, the official Xinhua News Agency reported.
Typhoon Haikui came ashore in Zhejiang province with winds up to 150 kilometres per hour early Wednesday and was weakening.
Shanghai Public Weather Service said Haikui dumped as much as 58 millimetres in one hour in the city's centre in the afternoon.
In Zhejiang, 12 townships lost power. Flooding left at least 130 people stranded in three hotels in Lin'an city after roads were washed out. In Anji county, about 300 tourists were trapped after a bridge was destroyed, Xinhua said.
The China Meteorological Administration had issued a red alert for Typhoon Haikui, the highest alert so far this year. More than 1.8 million people were evacuated from parts of heavily populated Shanghai and neighbouring Zhejiang.
Shanghai, which has 23 million people and is the country's financial hub, banned many outdoor activities. It curtailed public transit, cancelled more than 500 flights, and halted at least 600 trains on Wednesday, local media said.
The city relocated 374,000 residents and Zhejiang evacuated more than 1.5 million people, Xinhua said.
China is still recovering from typhoons Damrey and Saola, which hit over the weekend and caused at least 23 deaths. Saola also battered Taiwan and the Philippines and was blamed for about 60 deaths in the two countries."
wildfires,"In the wake of the enormous fires that have razed huge swathes of drought-stricken Australia, scientists fear that when rains eventually fall, they will wash charred debris into rivers, dams, and the ocean, killing wildlife and even tainting the drinking supplies of major cities, such as Sydney.
For many weeks, ash, soot, and blackened gum tree leaves have collected along the shorelines of Sydney’s beaches, clogging the waves and lapping in the tide. Originating in fires blazing in forested areas to the west, the debris has been carried on the breeze along with the pungent bushfire smoke that blanketed Australia’s largest city for much of December.
But what has carried on the wind is just a taste of the huge quantities of debris that are likely to wash into rivers once there are heavy downpours. As of press time, more than 26 million acres—an area bigger than Portugal—have now burned, mostly in the continent’s southeast. That includes areas of land known as catchments—also called watersheds—where rainfall begins its earthly journey into specific rivers, lakes, and dams.
It is an ecological disaster unprecedented in Australia’s history, and that spells trouble for drinking water supplies, coastal ecosystems, and the freshwater rivers that support iconic Australian wildlife, such as the platypus. (Australia's flying foxes are already dying en mass due to the extreme heat.)
“Disturbance on this scale is almost certainly going to impact biodiversity. I’m remarkably worried about the effects on freshwater ecosystems,” says Ross Thompson, a freshwater ecologist at the University of Canberra."
other,"athletes may be used to putting their blood, sweat and tears into sports, but legendary skater Tony Hawk has just taken it one step further.
Hawk donated his blood as part of a collaboration with water company Liquid Death to produce 100 skateboards -- and they've already sold out.
""Yes, there is actually @tonyhawk's real blood in these skateboards. And yes, we sterilized it first. Own your very own piece of the Birdman today,"" reads a social media post from Liquid Death Tuesday.
""Although it could arguably make the world a better place, never ever use these boards to make clones of Tony Hawk.”
The accompanying video shows Hawk, who is a brand ambassador for Liquid Death, having a vial of blood removed which is then mixed with a tin of red paint used to make the boards.
Hawk also posted about the collaboration on his Instagram account.
""Always read the fine print! Thanks @liquiddeath for this rare opportunity but please be careful with my life force,"" he wrote.
""Looking forward to our future 'collaborations' as long as they don't involve replicants."""
valcano eruption,"Natural Disaster Alert: Volcanic Eruption in St. Vincent _ U.S. Embassy Barbados and the Eastern Caribbean Event: St. Vincent’s National Emergency Management Organization (NEMO) confirmed several eruptions at the La Soufriere volcano with ash plumes up to 20,000 feet on April 9. The ash cloud is moving east from St. Vincent with ash fall reported as far southeast as Argyle International Airport, which is located approximately 12 miles away. Heavy ash fall with poor visibility is reported in the evacuation zone, and the Seismic Research Center at the University of the West Indies (UWI) reports the ash column is falling back down around the volcano and surrounding area. Communities across mainland St. Vincent will experience varying degrees of ashfall. The Grenadines may also be affected. Mandatory evacuation for all residents in the red zone continues. Air operations at Argyle International Airport are currently suspended. The UWI Seismic Research Center reports that ashfall may also be experienced in Barbados and St. Lucia."
